证券代码,证券简称,公司全称,上市日期
601615,明阳智能,明阳智慧能源集团股份公司,2019-01-23
601616,广电电气,上海广电电气(集团)股份有限公司,2011-02-01
601618,中国中冶,中国冶金科工股份有限公司,2009-09-21
601619,嘉泽新能,宁夏嘉泽新能源股份有限公司,2017-07-20
601628,中国人寿,中国人寿保险股份有限公司,2007-01-09
601633,长城汽车,长城汽车股份有限公司,2011-09-28
601636,旗滨集团,株洲旗滨集团股份有限公司,2011-08-12
601658,邮储银行,中国邮政储蓄银行股份有限公司,2019-12-10
601665,齐鲁银行,齐鲁银行股份有限公司,2021-06-18
601666,平煤股份,平顶山天安煤业股份有限公司,2006-11-23
601668,中国建筑,中国建筑股份有限公司,2009-07-29
601669,中国电建,中国电力建设股份有限公司,2011-10-18
601677,明泰铝业,河南明泰铝业股份有限公司,2011-09-19
601678,滨化股份,滨化集团股份有限公司,2010-02-23
601686,友发集团,天津友发钢管集团股份有限公司,2020-12-04
601688,华泰证券,华泰证券股份有限公司,2010-02-26
601689,拓普集团,宁波拓普集团股份有限公司,2015-03-19
601696,中银证券,中银国际证券股份有限公司,2020-02-26
601698,中国卫通,中国卫通集团股份有限公司,2019-06-28
601699,潞安环能,山西潞安环保能源开发股份有限公司,2006-09-22
601700,风范股份,常熟风范电力设备股份有限公司,2011-01-18
601702,华峰铝业,上海华峰铝业股份有限公司,2020-09-07
601717,郑煤机,郑州煤矿机械集团股份有限公司,2010-08-03
601718,际华集团,际华集团股份有限公司,2010-08-16
601727,上海电气,上海电气集团股份有限公司,2008-12-05
601728,中国电信,中国电信股份有限公司,2021-08-20
601766,中国中车,中国中车股份有限公司,2008-08-18
601777,力帆科技,力帆科技(集团)股份有限公司,2010-11-25
601778,晶科科技,晶科电力科技股份有限公司,2020-05-19
601788,光大证券,光大证券股份有限公司,2009-08-18
601789,宁波建工,宁波建工股份有限公司,2011-08-16
601798,蓝科高新,甘肃蓝科石化高新装备股份有限公司,2011-06-22
601799,星宇股份,常州星宇车灯股份有限公司,2011-02-01
601800,中国交建,中国交通建设股份有限公司,2012-03-09
601801,皖新传媒,安徽新华传媒股份有限公司,2010-01-18
601808,中海油服,中海油田服务股份有限公司,2007-09-28
601811,新华文轩,新华文轩出版传媒股份有限公司,2016-08-08
601816,京沪高铁,京沪高速铁路股份有限公司,2020-01-16
601818,光大银行,中国光大银行股份有限公司,2010-08-18
601825,沪农商行,上海农村商业银行股份有限公司,2021-08-19
601827,三峰环境,重庆三峰环境集团股份有限公司,2020-06-05
601828,美凯龙,红星美凯龙家居集团股份有限公司,2018-01-17
601838,成都银行,成都银行股份有限公司,2018-01-31
601857,中国石油,中国石油天然气股份有限公司,2007-11-05
601858,中国科传,中国科技出版传媒股份有限公司,2017-01-18
601860,紫金银行,江苏紫金农村商业银行股份有限公司,2019-01-03
601865,福莱特,福莱特玻璃集团股份有限公司,2019-02-15
601866,中远海发,中远海运发展股份有限公司,2007-12-12
601868,中国能建,中国能源建设股份有限公司,2021-09-28
601869,长飞光纤,长飞光纤光缆股份有限公司,2018-07-20
601872,招商轮船,招商局能源运输股份有限公司,2006-12-01
601877,正泰电器,浙江正泰电器股份有限公司,2010-01-21
601878,浙商证券,浙商证券股份有限公司,2017-06-26
601880,辽港股份,辽宁港口股份有限公司,2010-12-06
601881,中国银河,中国银河证券股份有限公司,2017-01-23
601882,海天精工,宁波海天精工股份有限公司,2016-11-07
601886,江河集团,江河创建集团股份有限公司,2011-08-18
601888,中国中免,中国旅游集团中免股份有限公司,2009-10-15
601890,亚星锚链,江苏亚星锚链股份有限公司,2010-12-28
601898,中煤能源,中国中煤能源股份有限公司,2008-02-01
601899,紫金矿业,紫金矿业集团股份有限公司,2008-04-25
601900,南方传媒,南方出版传媒股份有限公司,2016-02-15
601901,方正证券,方正证券股份有限公司,2011-08-10
601908,京运通,北京京运通科技股份有限公司,2011-09-08
601916,浙商银行,浙商银行股份有限公司,2019-11-26
601918,新集能源,中煤新集能源股份有限公司,2007-12-19
601919,中远海控,中远海运控股股份有限公司,2007-06-26
601921,浙版传媒,浙江出版传媒股份有限公司,2021-07-23
601928,凤凰传媒,江苏凤凰出版传媒股份有限公司,2011-11-30
601929,吉视传媒,吉视传媒股份有限公司,2012-02-23
601933,永辉超市,永辉超市股份有限公司,2010-12-15
601939,建设银行,中国建设银行股份有限公司,2007-09-25
601949,中国出版,中国出版传媒股份有限公司,2017-08-21
601952,苏垦农发,江苏省农垦农业发展股份有限公司,2017-05-15
601956,东贝集团,湖北东贝机电集团股份有限公司,2020-12-25
601958,金钼股份,金堆城钼业股份有限公司,2008-04-17
601963,重庆银行,重庆银行股份有限公司,2021-02-05
601965,中国汽研,中国汽车工程研究院股份有限公司,2012-06-11
601966,玲珑轮胎,山东玲珑轮胎股份有限公司,2016-07-06
601968,宝钢包装,上海宝钢包装股份有限公司,2015-06-11
601969,海南矿业,海南矿业股份有限公司,2014-12-09
601975,招商南油,招商局南京油运股份有限公司,2019-01-08
601985,中国核电,中国核能电力股份有限公司,2015-06-10
601988,中国银行,中国银行股份有限公司,2006-07-05
601989,中国重工,中国船舶重工股份有限公司,2009-12-16
601990,南京证券,南京证券股份有限公司,2018-06-13
601991,大唐发电,大唐国际发电股份有限公司,2006-12-20
601992,金隅集团,北京金隅集团股份有限公司,2011-03-01
601995,中金公司,中国国际金融股份有限公司,2020-11-02
601996,丰林集团,广西丰林木业集团股份有限公司,2011-09-29
601997,贵阳银行,贵阳银行股份有限公司,2016-08-16
601998,中信银行,中信银行股份有限公司,2007-04-27
601999,出版传媒,北方联合出版传媒(集团)股份有限公司,2007-12-21
603000,人民网,人民网股份有限公司,2012-04-27
603001,ST奥康,浙江奥康鞋业股份有限公司,2012-04-26
603002,宏昌电子,宏昌电子材料股份有限公司,2012-05-18
603003,龙宇股份,上海龙宇数据股份有限公司,2012-08-17
603005,晶方科技,苏州晶方半导体科技股份有限公司,2014-02-10
603006,联明股份,上海联明机械股份有限公司,2014-06-30
603007,ST花王,花王生态工程股份有限公司,2016-08-26
603008,喜临门,喜临门家具股份有限公司,2012-07-17
603009,北特科技,上海北特科技股份有限公司,2014-07-18
603010,万盛股份,浙江万盛股份有限公司,2014-10-10
603011,合锻智能,合肥合锻智能制造股份有限公司,2014-11-07
603012,创力集团,上海创力集团股份有限公司,2015-03-20
603013,亚普股份,亚普汽车部件股份有限公司,2018-05-09
603015,弘讯科技,宁波弘讯科技股份有限公司,2015-03-03
603016,新宏泰,无锡新宏泰电器科技股份有限公司,2016-07-01
603017,中衡设计,中衡设计集团股份有限公司,2014-12-31
603018,华设集团,华设设计集团股份有限公司,2014-10-13
603019,中科曙光,曙光信息产业股份有限公司,2014-11-06
603020,爱普股份,爱普香料集团股份有限公司,2015-03-25
603021,山东华鹏,山东华鹏玻璃股份有限公司,2015-04-23
603022,新通联,上海新通联包装股份有限公司,2015-05-18
603023,威帝股份,哈尔滨威帝电子股份有限公司,2015-05-27
603025,大豪科技,北京大豪科技股份有限公司,2015-04-22
603026,胜华新材,胜华新材料集团股份有限公司,2015-05-29
603027,千禾味业,千禾味业食品股份有限公司,2016-03-07
603028,赛福天,江苏赛福天钢索股份有限公司,2016-03-31
603029,天鹅股份,山东天鹅棉业机械股份有限公司,2016-04-27
603030,*ST全筑,上海全筑控股集团股份有限公司,2015-03-20
603031,安孚科技,安徽安孚电池科技股份有限公司,2016-08-22
603032,德新科技,德力西新能源科技股份有限公司,2017-01-05
603033,三维股份,三维控股集团股份有限公司,2016-12-07
603035,常熟汽饰,江苏常熟汽饰集团股份有限公司,2017-01-05
603036,如通股份,江苏如通石油机械股份有限公司,2016-12-09
603037,凯众股份,上海凯众材料科技股份有限公司,2017-01-20
603038,华立股份,东莞市华立实业股份有限公司,2017-01-16
603039,泛微网络,上海泛微网络科技股份有限公司,2017-01-13
603040,新坐标,杭州新坐标科技股份有限公司,2017-02-09
603041,美思德,江苏美思德化学股份有限公司,2017-03-30
603042,华脉科技,南京华脉科技股份有限公司,2017-06-02
603043,广州酒家,广州酒家集团股份有限公司,2017-06-27
603045,福达合金,福达合金材料股份有限公司,2018-05-17
603048,浙江黎明,浙江黎明智造股份有限公司,2021-11-16
603050,科林电气,石家庄科林电气股份有限公司,2017-04-14
603051,鹿山新材,广州鹿山新材料股份有限公司,2022-03-25
603052,可川科技,苏州可川电子科技股份有限公司,2022-10-11
603053,成都燃气,成都燃气集团股份有限公司,2019-12-17
603055,台华新材,浙江台华新材料股份有限公司,2017-09-21
603056,德邦股份,德邦物流股份有限公司,2018-01-16
603057,紫燕食品,上海紫燕食品股份有限公司,2022-09-26
603058,永吉股份,贵州永吉印务股份有限公司,2016-12-23
603059,倍加洁,倍加洁集团股份有限公司,2018-03-02
603060,国检集团,中国国检测试控股集团股份有限公司,2016-11-09
603061,金海通,天津金海通半导体设备股份有限公司,2023-03-03
603063,禾望电气,深圳市禾望电气股份有限公司,2017-07-28
603065,宿迁联盛,宿迁联盛科技股份有限公司,2023-03-21
603066,音飞储存,南京音飞储存设备(集团)股份有限公司,2015-06-11
603067,振华股份,湖北振华化学股份有限公司,2016-09-13
603068,博通集成,博通集成电路(上海)股份有限公司,2019-04-15
603069,海汽集团,海南海汽运输集团股份有限公司,2016-07-12
603070,万控智造,万控智造股份有限公司,2022-03-10
603071,物产环能,浙江物产环保能源股份有限公司,2021-12-16
603073,彩蝶实业,浙江彩蝶实业股份有限公司,2023-03-16
603076,乐惠国际,宁波乐惠国际工程装备股份有限公司,2017-11-13
603077,和邦生物,四川和邦生物科技股份有限公司,2012-07-31
603078,江化微,江阴江化微电子材料股份有限公司,2017-04-10
603079,圣达生物,浙江圣达生物药业股份有限公司,2017-08-23
603080,新疆火炬,新疆火炬燃气股份有限公司,2018-01-03
603081,大丰实业,浙江大丰实业股份有限公司,2017-04-20
603083,剑桥科技,上海剑桥科技股份有限公司,2017-11-10
603085,天成自控,浙江天成自控股份有限公司,2015-06-30
603086,先达股份,山东先达农化股份有限公司,2017-05-11
603087,甘李药业,甘李药业股份有限公司,2020-06-29
603088,宁波精达,宁波精达成形装备股份有限公司,2014-11-11
603089,正裕工业,浙江正裕工业股份有限公司,2017-01-26
603090,宏盛股份,无锡宏盛换热器制造股份有限公司,2016-08-31
603093,南华期货,南华期货股份有限公司,2019-08-30
603095,越剑智能,浙江越剑智能装备股份有限公司,2020-04-15
603096,新经典,新经典文化股份有限公司,2017-04-25
603097,江苏华辰,江苏华辰变压器股份有限公司,2022-05-12
603098,森特股份,森特士兴集团股份有限公司,2016-12-16
603099,长白山,长白山旅游股份有限公司,2014-08-22
603100,川仪股份,重庆川仪自动化股份有限公司,2014-08-05
603101,汇嘉时代,新疆汇嘉时代百货股份有限公司,2016-05-06
603102,百合股份,威海百合生物技术股份有限公司,2022-01-25
603103,横店影视,横店影视股份有限公司,2017-10-12
603105,芯能科技,浙江芯能光伏科技股份有限公司,2018-07-09
603106,恒银科技,恒银金融科技股份有限公司,2017-09-20
603108,润达医疗,上海润达医疗科技股份有限公司,2015-05-27
603109,神驰机电,神驰机电股份有限公司,2019-12-31
603110,东方材料,新东方新材料股份有限公司,2017-10-13
603111,康尼机电,南京康尼机电股份有限公司,2014-08-01
603112,华翔股份,山西华翔集团股份有限公司,2020-09-17
603113,金能科技,金能科技股份有限公司,2017-05-11
603115,海星股份,南通海星电子股份有限公司,2019-08-09
603116,红蜻蜓,浙江红蜻蜓鞋业股份有限公司,2015-06-29
603117,ST万林,江苏万林现代物流股份有限公司,2015-06-29
603118,共进股份,深圳市共进电子股份有限公司,2015-02-25
603121,华培动力,上海华培动力科技(集团)股份有限公司,2019-01-11
603122,合富中国,合富(中国)医疗科技股份有限公司,2022-02-16
603123,翠微股份,北京翠微大厦股份有限公司,2012-05-03
603125,常青科技,江苏常青树新材料科技股份有限公司,2023-04-10
603126,中材节能,中材节能股份有限公司,2014-07-31
603127,昭衍新药,北京昭衍新药研究中心股份有限公司,2017-08-25
603128,华贸物流,港中旅华贸国际物流股份有限公司,2012-05-29
603129,春风动力,浙江春风动力股份有限公司,2017-08-18
603130,云中马,浙江云中马股份有限公司,2022-11-18
603131,上海沪工,上海沪工焊接集团股份有限公司,2016-06-07
603132,金徽股份,金徽矿业股份有限公司,2022-02-22
603133,*ST碳元,碳元科技股份有限公司,2017-03-20
603135,中重科技,中重科技(天津)股份有限公司,2023-04-10
603136,天目湖,江苏天目湖旅游股份有限公司,2017-09-27
603137,恒尚节能,江苏恒尚节能科技股份有限公司,2023-04-19
603138,海量数据,北京海量数据技术股份有限公司,2017-03-06
603139,康惠制药,陕西康惠制药股份有限公司,2017-04-21
603150,万朗磁塑,安徽万朗磁塑股份有限公司,2022-01-24
603151,邦基科技,山东邦基科技股份有限公司,2022-10-19
603153,上海建科,上海建科集团股份有限公司,2023-03-13
603155,新亚强,新亚强硅化学股份有限公司,2020-09-01
603156,养元饮品,河北养元智汇饮品股份有限公司,2018-02-12
603158,腾龙股份,常州腾龙汽车零部件股份有限公司,2015-03-20
603159,上海亚虹,上海亚虹模具股份有限公司,2016-08-12
603160,汇顶科技,深圳市汇顶科技股份有限公司,2016-10-17
603161,科华控股,科华控股股份有限公司,2018-01-05
603162,海通发展,福建海通发展股份有限公司,2023-03-29
603163,圣晖集成,圣晖系统集成集团股份有限公司,2022-10-13
603165,荣晟环保,浙江荣晟环保纸业股份有限公司,2017-01-17
603166,福达股份,桂林福达股份有限公司,2014-11-27
603167,渤海轮渡,渤海轮渡集团股份有限公司,2012-09-06
603168,莎普爱思,浙江莎普爱思药业股份有限公司,2014-07-02
603169,兰石重装,兰州兰石重型装备股份有限公司,2014-10-09
603170,宝立食品,上海宝立食品科技股份有限公司,2022-07-15
603171,税友股份,税友软件集团股份有限公司,2021-06-30
603172,万丰股份,浙江万丰化工股份有限公司,2023-05-10
603173,福斯达,杭州福斯达深冷装备股份有限公司,2023-01-30
603176,汇通集团,汇通建设集团股份有限公司,2021-12-31
603177,德创环保,浙江德创环保科技股份有限公司,2017-02-07
603178,圣龙股份,宁波圣龙汽车动力系统股份有限公司,2017-03-28
603179,新泉股份,江苏新泉汽车饰件股份有限公司,2017-03-17
603180,金牌厨柜,金牌厨柜家居科技股份有限公司,2017-05-12
603181,皇马科技,浙江皇马科技股份有限公司,2017-08-24
603182,嘉华股份,山东嘉华生物科技股份有限公司,2022-09-09
603183,建研院,苏州市建筑科学研究院集团股份有限公司,2017-09-05
603185,弘元绿能,弘元绿色能源股份有限公司,2018-12-28
603186,华正新材,浙江华正新材料股份有限公司,2017-01-03
603187,海容冷链,青岛海容商用冷链股份有限公司,2018-11-29
603188,亚邦股份,江苏亚邦染料股份有限公司,2014-09-09
603189,网达软件,上海网达软件股份有限公司,2016-09-14
603190,亚通精工,烟台亚通精工机械股份有限公司,2023-02-17
603191,望变电气,重庆望变电气(集团)股份有限公司,2022-04-28
603192,汇得科技,上海汇得科技股份有限公司,2018-08-28
603195,公牛集团,公牛集团股份有限公司,2020-02-06
603196,日播时尚,日播时尚集团股份有限公司,2017-05-31
603197,保隆科技,上海保隆汽车科技股份有限公司,2017-05-19
603198,迎驾贡酒,安徽迎驾贡酒股份有限公司,2015-05-28
603199,九华旅游,安徽九华山旅游发展股份有限公司,2015-03-26
603200,上海洗霸,上海洗霸科技股份有限公司,2017-06-01
603201,常润股份,常熟通润汽车零部件股份有限公司,2022-07-29
603203,快克智能,快克智能装备股份有限公司,2016-11-08
603206,嘉环科技,嘉环科技股份有限公司,2022-05-06
603208,江山欧派,江山欧派门业股份有限公司,2017-02-10
603209,兴通股份,兴通海运股份有限公司,2022-03-24
603211,晋拓股份,晋拓科技股份有限公司,2022-07-25
603212,赛伍技术,苏州赛伍应用技术股份有限公司,2020-04-30
603213,镇洋发展,浙江镇洋发展股份有限公司,2021-11-11
603214,爱婴室,上海爱婴室商务服务股份有限公司,2018-03-30
603215,比依股份,浙江比依电器股份有限公司,2022-02-18
603216,梦天家居,梦天家居集团股份有限公司,2021-12-15
603217,元利科技,元利化学集团股份有限公司,2019-06-20
603218,日月股份,日月重工股份有限公司,2016-12-28
603219,富佳股份,宁波富佳实业股份有限公司,2021-11-22
603220,中贝通信,中贝通信集团股份有限公司,2018-11-15
603221,爱丽家居,爱丽家居科技股份有限公司,2020-03-23
603222,济民医疗,济民健康管理股份有限公司,2015-02-17
603223,恒通股份,恒通物流股份有限公司,2015-06-30
603225,新凤鸣,新凤鸣集团股份有限公司,2017-04-18
603226,菲林格尔,菲林格尔家居科技股份有限公司,2017-06-15
603227,雪峰科技,新疆雪峰科技(集团)股份有限公司,2015-05-15
603228,景旺电子,深圳市景旺电子股份有限公司,2017-01-06
603229,奥翔药业,浙江奥翔药业股份有限公司,2017-05-09
603230,内蒙新华,内蒙古新华发行集团股份有限公司,2021-12-24
603232,格尔软件,格尔软件股份有限公司,2017-04-21
603233,大参林,大参林医药集团股份有限公司,2017-07-31
603235,天新药业,江西天新药业股份有限公司,2022-07-12
603236,移远通信,上海移远通信技术股份有限公司,2019-07-16
603237,五芳斋,浙江五芳斋实业股份有限公司,2022-08-31
603238,诺邦股份,杭州诺邦无纺股份有限公司,2017-02-22
603239,浙江仙通,浙江仙通橡塑股份有限公司,2016-12-30
603255,鼎际得,辽宁鼎际得石化股份有限公司,2022-08-18
603256,宏和科技,宏和电子材料科技股份有限公司,2019-07-19
603258,电魂网络,杭州电魂网络科技股份有限公司,2016-10-26
603259,药明康德,无锡药明康德新药开发股份有限公司,2018-05-08
603260,合盛硅业,合盛硅业股份有限公司,2017-10-30
603261,立航科技,成都立航科技股份有限公司,2022-03-15
603266,XD天龙股,宁波天龙电子股份有限公司,2017-01-10
603267,鸿远电子,北京元六鸿远电子科技股份有限公司,2019-05-15
603268,松发股份,广东松发陶瓷股份有限公司,2015-03-19
603269,海鸥股份,江苏海鸥冷却塔股份有限公司,2017-05-17
603272,联翔股份,浙江联翔智能家居股份有限公司,2022-05-20
603277,银都股份,银都餐饮设备股份有限公司,2017-09-11
603278,大业股份,山东大业股份有限公司,2017-11-13
603279,景津装备,景津装备股份有限公司,2019-07-29
603280,南方路机,福建南方路面机械股份有限公司,2022-11-08
603281,江瀚新材,湖北江瀚新材料股份有限公司,2023-01-31
603282,亚光股份,浙江亚光科技股份有限公司,2023-03-15
603283,赛腾股份,苏州赛腾精密电子股份有限公司,2017-12-25
603286,日盈电子,江苏日盈电子股份有限公司,2017-06-27
603288,海天味业,佛山市海天调味食品股份有限公司,2014-02-11
603289,泰瑞机器,泰瑞机器股份有限公司,2017-10-31
603290,斯达半导,嘉兴斯达半导体股份有限公司,2020-02-04
603291,联合水务,江苏联合水务科技股份有限公司,2023-03-27
603297,永新光学,宁波永新光学股份有限公司,2018-09-10
603298,杭叉集团,杭叉集团股份有限公司,2016-12-27
603299,苏盐井神,江苏苏盐井神股份有限公司,2015-12-31
603300,华铁应急,浙江华铁应急设备科技股份有限公司,2015-05-29
603301,振德医疗,振德医疗用品股份有限公司,2018-04-12
603303,得邦照明,横店集团得邦照明股份有限公司,2017-03-30
603305,旭升集团,宁波旭升集团股份有限公司,2017-07-10
603306,华懋科技,华懋(厦门)新材料科技股份有限公司,2014-09-26
603307,扬州金泉,扬州金泉旅游用品股份有限公司,2023-02-16
603308,应流股份,安徽应流机电股份有限公司,2014-01-22
603309,维力医疗,广州维力医疗器械股份有限公司,2015-03-02
603311,金海高科,浙江金海高科股份有限公司,2015-05-18
603313,梦百合,梦百合家居科技股份有限公司,2016-10-13
603315,福鞍股份,辽宁福鞍重工股份有限公司,2015-04-24
603316,诚邦股份,诚邦生态环境股份有限公司,2017-06-19
603317,天味食品,四川天味食品集团股份有限公司,2019-04-16
603318,水发燃气,水发派思燃气股份有限公司,2015-04-24
603319,湘油泵,湖南机油泵股份有限公司,2016-11-30
603320,迪贝电气,浙江迪贝电气股份有限公司,2017-05-02
603321,梅轮电梯,浙江梅轮电梯股份有限公司,2017-09-15
603322,超讯通信,超讯通信股份有限公司,2016-07-28
603323,苏农银行,江苏苏州农村商业银行股份有限公司,2016-11-29
603324,盛剑环境,上海盛剑环境系统科技股份有限公司,2021-04-07
603326,我乐家居,南京我乐家居股份有限公司,2017-06-16
603327,福蓉科技,四川福蓉科技股份公司,2019-05-23
603328,依顿电子,广东依顿电子科技股份有限公司,2014-07-01
603329,上海雅仕,上海雅仕投资发展股份有限公司,2017-12-29
603330,天洋新材,天洋新材(上海)科技股份有限公司,2017-02-13
603331,百达精工,浙江百达精工股份有限公司,2017-07-05
603332,苏州龙杰,苏州龙杰特种纤维股份有限公司,2019-01-17
603333,尚纬股份,尚纬股份有限公司,2012-05-07
603335,迪生力,广东迪生力汽配股份有限公司,2017-06-20
603336,宏辉果蔬,宏辉果蔬股份有限公司,2016-11-24
603337,杰克股份,杰克科技股份有限公司,2017-01-19
603338,浙江鼎力,浙江鼎力机械股份有限公司,2015-03-25
603339,四方科技,四方科技集团股份有限公司,2016-05-19
603345,安井食品,安井食品集团股份有限公司,2017-02-22
603348,文灿股份,文灿集团股份有限公司,2018-04-26
603351,威尔药业,南京威尔药业集团股份有限公司,2019-01-30
603353,和顺石油,湖南和顺石油股份有限公司,2020-04-07
603355,莱克电气,莱克电气股份有限公司,2015-05-13
603356,华菱精工,宣城市华菱精工科技股份有限公司,2018-01-24
603357,设计总院,安徽省交通规划设计研究总院股份有限公司,2017-08-01
603358,华达科技,华达汽车科技股份有限公司,2017-01-25
603359,东珠生态,东珠生态环保股份有限公司,2017-09-01
603360,百傲化学,大连百傲化学股份有限公司,2017-02-06
603363,傲农生物,福建傲农生物科技集团股份有限公司,2017-09-26
603365,XD水星家,上海水星家用纺织品股份有限公司,2017-11-20
603366,日出东方,日出东方控股股份有限公司,2012-05-21
603367,辰欣药业,辰欣药业股份有限公司,2017-09-29
603368,柳药集团,广西柳药集团股份有限公司,2014-12-04
603369,今世缘,江苏今世缘酒业股份有限公司,2014-07-03
603377,东方时尚,东方时尚驾驶学校股份有限公司,2016-02-05
603378,亚士创能,亚士创能科技(上海)股份有限公司,2017-09-28
603379,三美股份,浙江三美化工股份有限公司,2019-04-02
603380,易德龙,苏州易德龙科技股份有限公司,2017-06-22
603383,顶点软件,福建顶点软件股份有限公司,2017-05-22
603385,惠达卫浴,惠达卫浴股份有限公司,2017-04-05
603386,骏亚科技,广东骏亚电子科技股份有限公司,2017-09-12
603387,基蛋生物,基蛋生物科技股份有限公司,2017-07-17
603388,元成股份,元成环境股份有限公司,2017-03-24
603389,亚振家居,亚振家居股份有限公司,2016-12-15
603390,通达电气,广州通达汽车电气股份有限公司,2019-11-25
603392,万泰生物,北京万泰生物药业股份有限公司,2020-04-29
603393,新天然气,新疆鑫泰天然气股份有限公司,2016-09-12
603396,金辰股份,营口金辰机械股份有限公司,2017-10-18
603398,沐邦高科,江西沐邦高科股份有限公司,2015-12-09
603399,吉翔股份,锦州永杉锂业股份有限公司,2012-08-24
603408,建霖家居,厦门建霖健康家居股份有限公司,2020-07-30
603416,信捷电气,无锡信捷电气股份有限公司,2016-12-21
603421,鼎信通讯,青岛鼎信通讯股份有限公司,2016-10-11
603429,集友股份,安徽集友新材料股份有限公司,2017-01-24
603439,贵州三力,贵州三力制药股份有限公司,2020-04-28
603444,吉比特,厦门吉比特网络技术股份有限公司,2017-01-04
603456,九洲药业,浙江九洲药业股份有限公司,2014-10-10
603458,勘设股份,贵州省交通规划勘察设计研究院股份有限公司,2017-08-09
603466,风语筑,上海风语筑文化科技股份有限公司,2017-10-20
603477,巨星农牧,乐山巨星农牧股份有限公司,2017-12-18
603486,科沃斯,科沃斯机器人股份有限公司,2018-05-28
603488,展鹏科技,展鹏科技股份有限公司,2017-05-16
603489,八方股份,八方电气(苏州)股份有限公司,2019-11-11
603496,恒为科技,恒为科技(上海)股份有限公司,2017-06-07
603499,翔港科技,上海翔港包装科技股份有限公司,2017-10-16
603500,祥和实业,浙江天台祥和实业股份有限公司,2017-09-04
603501,韦尔股份,上海韦尔半导体股份有限公司,2017-05-04
603505,金石资源,金石资源集团股份有限公司,2017-05-03
603506,南都物业,南都物业服务集团股份有限公司,2018-02-01
603507,振江股份,江苏振江新能源装备股份有限公司,2017-11-06
603508,思维列控,河南思维自动化设备股份有限公司,2015-12-24
603511,爱慕股份,爱慕股份有限公司,2021-05-31
603515,欧普照明,欧普照明股份有限公司,2016-08-19
603516,淳中科技,北京淳中科技股份有限公司,2018-02-02
603517,绝味食品,绝味食品股份有限公司,2017-03-17
603518,锦泓集团,锦泓时装集团股份有限公司,2014-12-03
603519,立霸股份,江苏立霸实业股份有限公司,2015-03-19
603520,司太立,浙江司太立制药股份有限公司,2016-03-09
603527,众源新材,安徽众源新材料股份有限公司,2017-09-07
603528,多伦科技,多伦科技股份有限公司,2016-05-03
603529,爱玛科技,爱玛科技集团股份有限公司,2021-06-15
603530,神马电力,江苏神马电力股份有限公司,2019-08-05
603533,掌阅科技,掌阅科技股份有限公司,2017-09-21
603535,嘉诚国际,广州市嘉诚国际物流股份有限公司,2017-08-08
603536,惠发食品,山东惠发食品股份有限公司,2017-06-13
603538,美诺华,宁波美诺华药业股份有限公司,2017-04-07
603551,奥普家居,奥普家居股份有限公司,2020-01-15
603555,ST贵人,贵人鸟股份有限公司,2014-01-24
603556,海兴电力,杭州海兴电力科技股份有限公司,2016-11-10
603557,ST起步,起步股份有限公司,2017-08-18
603558,健盛集团,浙江健盛集团股份有限公司,2015-01-27
603559,ST通脉,中通国脉通信股份有限公司,2016-12-02
603565,中谷物流,上海中谷物流股份有限公司,2020-09-25
603566,普莱柯,普莱柯生物工程股份有限公司,2015-05-18
603567,珍宝岛,黑龙江珍宝岛药业股份有限公司,2015-04-24
603568,伟明环保,浙江伟明环保股份有限公司,2015-05-28
603569,长久物流,北京长久物流股份有限公司,2016-08-10
603577,汇金通,青岛汇金通电力设备股份有限公司,2016-12-22
603578,三星新材,浙江三星新材股份有限公司,2017-03-06
603579,荣泰健康,上海荣泰健康科技股份有限公司,2017-01-11
603580,艾艾精工,艾艾精密工业输送系统(上海)股份有限公司,2017-05-25
603583,捷昌驱动,浙江捷昌线性驱动科技股份有限公司,2018-09-21
603585,苏利股份,江苏苏利精细化工股份有限公司,2016-12-14
603586,金麒麟,山东金麒麟股份有限公司,2017-04-06
603587,地素时尚,地素时尚股份有限公司,2018-06-22
603588,高能环境,北京高能时代环境技术股份有限公司,2014-12-29
603589,口子窖,安徽口子酒业股份有限公司,2015-06-29
603590,康辰药业,北京康辰药业股份有限公司,2018-08-27
603595,东尼电子,浙江东尼电子股份有限公司,2017-07-12
603596,伯特利,芜湖伯特利汽车安全系统股份有限公司,2018-04-27
603598,引力传媒,引力传媒股份有限公司,2015-05-27
603599,广信股份,安徽广信农化股份有限公司,2015-05-13
603600,永艺股份,永艺家具股份有限公司,2015-01-23
603601,再升科技,重庆再升科技股份有限公司,2015-01-22
603602,纵横通信,杭州纵横通信股份有限公司,2017-08-10
603603,*ST博天,博天环境集团股份有限公司,2017-02-17
603605,珀莱雅,珀莱雅化妆品股份有限公司,2017-11-15
603606,东方电缆,宁波东方电缆股份有限公司,2014-10-15
603607,京华激光,浙江京华激光科技股份有限公司,2017-10-25
603608,天创时尚,天创时尚股份有限公司,2016-02-18
603609,禾丰股份,禾丰食品股份有限公司,2014-08-08
603610,麒盛科技,麒盛科技股份有限公司,2019-10-29
603611,诺力股份,诺力智能装备股份有限公司,2015-01-28
603612,索通发展,索通发展股份有限公司,2017-07-18
603613,国联股份,北京国联视讯信息技术股份有限公司,2019-07-30
603615,茶花股份,茶花现代家居用品股份有限公司,2017-02-13
603616,韩建河山,北京韩建河山管业股份有限公司,2015-06-11
603617,君禾股份,君禾泵业股份有限公司,2017-07-03
603618,杭电股份,杭州电缆股份有限公司,2015-02-17
